text_content,language,impressions,likes_count,shares_count,comments_count,sentiment_score,toxicity_score,buzz_change_rate
"What if your gear finally kept pace? Regarding the Cascade Air Pump: far from what we expected. limited stock at this price, today only Secu!",en,14042,1044,474,379,0.0,0.0,12.31
"Tired of waiting for a bigger move? Meet the Galaxy S24 Ultra. engineered for people who refuse to settle. limited stock at this price, the",en,5015,184,84,67,0.0,0.0,17.45
Say hello to the VoltBuds 2. built to look great and move even smarter. ACT FAST starting at $249 🚀 ⭐,en,9973,3291,1496,1197,1.0,0.0,7.9
Why settle for less? Discover the Galaxy S24 Ultra. built to look great and move,en,27307,2587,1176,941,1.0,0.0,-11.14
Say hello to the VoltBuds 2. engineered for people who refuse to settle. starting at $249 #Style engineered for people who refuse to settle engineered for people who refuse to settle,en,10372,361,164,131,0.0,0.0,3.03
"Say hello to the TrailBlazer GT. built to look great and move even smarter. today only, a 48-hour window, the drop ends tonight BEST Grab yours 💥 ⚡ #Sale built for real-world mornings",en,36615,9400,4273,3418,1.0,0.0,15.48
Why settle for less? Regarding the VoltBuds 2: underwhelming for the price. 🏆 #NextGen,en,15444,613,279,223,0.0,0.0,-5.63
What if your gear finally kept pace? Regarding the Aurora Pro X: feels unfinished in daily use. today only Grab yours 🏆,en,15552,1258,572,458,0.0,0.0,8.41
The new Cascade Air Pump is here. designed to keep pace with your busiest mornings. @GadgetDaily #NextGen,en,5295,259,118,94,0.0,0.0,0.6
"Regarding the Luma Glass 4: underwhelming for the price. @GadgetDaily at $299 ⭐ #NewRelease one device, endless possibilities engineered for people who refuse to settle",en,66350,3638,1654,1323,0.0,0.0,-13.38
"Still on the old model? Regarding the EchoFit Band: feels unfinished in daily use. while supplies last, while supplies last",en,3339,89,41,32,0.0,0.0,-9.89
"Discover the EchoFit Band. crafted for the ones who show up early. prices rise at midnight, a 48-hour window Order in the next 24 hours ⭐ #T",en,2928,100,45,36,0.0,0.0,2.59
"Your daily routine, upgraded: built to look great and move even smarter. while supplies last, the drop ends tonight, exclusive for our early",en,27834,5271,2396,1917,1.0,0.0,-32.1
Regarding the TrailBlazer GT: underwhelming for the price. @GadgetDaily #LaunchDay,en,35768,1353,615,492,0.0,0.0,-6.58
Regarding the Cascade Air Pump: far from what we expected. a 48-hour window at $!,en,4769,308,140,112,0.0,0.0,-26.3
"Your daily routine, upgraded: powerful enough to feel effortless. 🏆 🏆 #Sale #Lau",en,36694,5197,2362,1890,1.0,0.0,0.37
The new Nimbus 7 Runner is here. powerful enough to feel effortless. prices rise!,en,14279,2206,1003,802,1.0,0.0,20.07
Why settle for less? Regarding the VoltBuds 2: feels unfinished in daily use. the drop ends tonight 🔥 #DealAlert #Limited,en,8951,453,206,165,0.0,0.0,21.51
Discover the Takt Mesh Chair. designed to keep pace with your busiest mornings.,en,20086,1572,714,572,0.0,0.0,-26.47
"Regarding the EchoFit Band: feels unfinished in daily use. today only, the drop",en,19567,1465,666,533,0.0,0.0,-3.08
Regarding the Luma Glass 4: feels unfinished in daily use. the drop ends tonight!,en,23505,1571,714,571,0.0,0.0,-16.53
Everything you need in one device: engineered for people who refuse to settle. L!,en,9075,509,231,185,0.0,0.0,-37.96
"Your daily routine, upgraded: seamless, intelligent, and effortless by design. limited stock at this price Grab yours",en,14190,2130,968,775,1.0,0.0,26.95
"Still on the old model? Introducing the Takt Mesh Chair. seamless, intelligent, and effortless by design. NOW under $150 engineered for people who refuse to settle",en,47785,2244,1020,816,1.0,0.0,15.73
Regarding the EchoFit Band: far from what we expected. BEST Order in the next 24!,en,7283,632,287,230,1.0,0.0,21.04
"Say hello to the Takt Mesh Chair. crafted for the ones who show up early. the drop ends tonight, today only, while supplies last 🎯 #Style",en,5030,546,248,199,0.0,0.0,-31.12
"Your daily routine, upgraded: built to look great and move even smarter. exclusive for our early crew for $199",en,19503,2544,1156,925,1.0,0.0,-4.66
Regarding the Galaxy S24 Ultra: feels unfinished in daily use! seamless and intelligent by design,en,21814,2350,1068,854,1.0,0.0,10.53
Regarding the Aurora Pro X: a promise that arrives late. Secure yours before it is gone #DealAlert,en,5596,325,148,118,0.0,0.0,8.55
"Everything you need in one device: designed to keep pace with your busiest mornings. don't miss the cut, prices rise at midnight Buy now ⭐ 🚀",en,7903,1207,549,439,0.0,0.0,10.45
Still on the old model? Regarding the Galaxy S24 Ultra: far from what we expecte,en,15321,553,251,201,0.0,0.0,13.93
Regarding the EchoFit Band: a promise that arrives late. starting at $249 seamless and intelligent by design built for real-world mornings engineered for people who refuse to settle,en,50795,2793,1270,1016,1.0,0.0,-13.46
Seen enough? Everything you need in one device: engineered for people who refuse to settle. last chance at launch pricing #NextGen,en,27071,1283,583,466,0.0,0.0,-4.55
"Your daily routine, upgraded: seamless, intelligent, and effortless by design. while supplies last, exclusive for our early crew NOW ⚡",en,31009,8374,3806,3045,1.0,0.0,15.01
"Meet the Galaxy S24 Ultra. seamless, intelligent, and effortless by design. starting at $249 ⚡ ⚡",en,5583,1395,634,507,1.0,0.0,-6.59
Tired of waiting for a bigger move? Regarding the Takt Mesh Chair: far from what,en,8111,245,111,89,0.0,0.0,-4.41
"Meet the Takt Mesh Chair. seamless, intelligent, and effortless by design. prices rise at midnight LAST CHANCE Buy now",en,17097,5408,2458,1966,1.0,0.0,31.21
Discover the Skyline S13. powerful enough to feel effortless. the drop ends tonight,en,12807,1868,849,679,1.0,0.0,-15.5
Regarding the Takt Mesh Chair: feels unfinished in daily use. while supplies las,en,23692,908,413,330,0.0,0.0,-14.84
"Regarding the EchoFit Band: a promise that arrives late. BEST #Tech #Tech built for real-world mornings engineered for people who refuse to settle one device, endless possibilities",en,55904,4929,2240,1792,1.0,0.0,6.3
Still on the old model? Regarding the VoltBuds 2: far from what we expected. ACT FAST @GadgetDaily Order in the next 24 hours built for real-world mornings engineered for people who refuse to settle,en,39681,1405,639,511,0.0,0.0,-15.11
Meet the Aurora Pro X. powerful enough to feel effortless. prices rise at midnight starting at $249 Secure yours before it is gone,en,24683,2070,941,753,1.0,0.0,13.25
Still on the old model? Say hello to the VoltBuds 2. designed to keep pace with!,en,11463,406,184,147,0.0,0.0,-13.03
Tired of waiting for a bigger move? Regarding the Nimbus 7 Runner: far from what,en,35573,1294,588,470,0.0,0.0,7.93
"Your daily routine, upgraded: built to look great and move even smarter. while s",en,14124,547,249,199,1.0,0.0,-0.8
"Introducing the TrailBlazer GT. smooth, responsive, and ready the moment you are. Shop today #Style",en,10259,1512,687,550,0.0,0.0,-4.79
"Your daily routine, upgraded: seamless, intelligent, and effortless by design. w",en,19186,1713,779,623,1.0,0.0,-5.11
Meet the Luma Glass 4. crafted for the ones who show up early. today only Buy now #SmarterLiving,en,12130,3243,1474,1179,0.0,0.0,-12.99
Why settle for less? Regarding the Skyline S13: feels unfinished in daily use. don't miss the cut under $150 Buy now #Sale,en,16929,2442,1110,888,0.0,0.0,-2.26
Everything you need in one device: built to look great and move even smarter. the drop ends tonight 💥,en,5544,549,250,200,1.0,0.0,-9.23
Say hello to the Aurora Pro X. engineered for people who refuse to settle. the d,en,9387,401,182,146,0.0,0.0,-3.54
"Regarding the VoltBuds 2: a promise that arrives late. exclusive for our early crew, limited stock at this price BEST Grab yours",en,8763,2892,1314,1052,1.0,0.0,-12.57
Everything you need in one device: designed to keep pace with your busiest mornings. last chance at launch pricing NOW,en,10759,989,449,359,0.0,0.0,-10.2
"Meet the Luma Glass 4. powerful enough to feel effortless. today only, today only, limited stock at this price ⭐ seamless and intelligent by design engineered for people who refuse to settle",en,22932,4192,1905,1524,1.0,0.0,16.35
"Seen enough? Regarding the Galaxy S24 Ultra: underwhelming for the price. last chance at launch pricing, a 48-hour window, today only LAST C",en,22873,1510,686,549,0.0,0.0,-16.17
Regarding the VoltBuds 2: a promise that arrives late. 🚀,en,12443,701,319,255,0.0,0.0,-19.54
"Seen enough? Everything you need in one device: built to look great and move even smarter. prices rise at midnight, exclusive for our early",en,15922,679,308,247,1.0,0.0,39.89
"Ready for a change? Your daily routine, upgraded: engineered for people who refuse to settle. LIMITED at $299 Order in the next 24 hours ⭐ one device, endless possibilities",en,12327,481,219,175,0.0,0.0,6.08
Regarding the EchoFit Band: underwhelming for the price. limited stock at this price ⚡ #Style engineered for people who refuse to settle built for real-world mornings,en,7875,385,175,140,0.0,0.0,24.09
Ready for a change? Discover the Aurora Pro X. engineered for people who refuse to settle. for $199 🔥 🎯,en,18520,811,369,295,0.0,0.0,-32.79
"The new Aurora Pro X is here. smooth, responsive, and ready the moment you are. don't miss the cut @GadgetDaily for $199 💥 #Tech #LaunchDay",en,13274,930,423,338,0.0,0.0,-2.4
The new Luma Glass 4 is here. engineered for people who refuse to settle. limited stock at this price under $150 🚀 #Style,en,37420,5202,2365,1892,0.0,0.0,14.09
Regarding the Galaxy S24 Ultra: far from what we expected. @GadgetDaily for $199 Order in the next 24 hours #NextGen,en,17636,621,282,226,0.0,0.0,-0.54
"Introducing the Takt Mesh Chair. smooth, responsive, and ready the moment you are. last chance at launch pricing, a 48-hour window Start tod!",en,10164,1323,601,481,0.0,0.0,17.36
"Discover the EchoFit Band. smooth, responsive, and ready the moment you are. ACT FAST Shop today #Tech",en,10909,1354,615,492,0.0,0.0,-19.17
Regarding the Skyline S13: far from what we expected. NOW Order in the next 24 hours 🏆 #SmarterLiving,en,21181,2474,1124,900,0.0,0.0,-5.23
Regarding the Skyline S13: feels unfinished in daily use. Order in the next 24 h,en,19169,445,202,162,0.0,0.0,0.76
Say hello to the EchoFit Band. designed to keep pace with your busiest mornings. exclusive for our early crew for $199 Buy now,en,34066,5090,2313,1851,0.0,0.0,9.44
Regarding the Aurora Pro X: underwhelming for the price. last chance at launch p!,en,13837,1830,832,665,0.0,0.0,-9.7
"Regarding the VoltBuds 2: far from what we expected. last chance at launch pricing, the drop ends tonight, last chance at launch pricing @Ga!",en,70527,6359,2891,2312,0.0,0.0,7.05
"Still on the old model? The new Aurora Pro X is here. built to look great and move even smarter. don't miss the cut, a 48-hour window, exclu!",en,13281,533,242,194,1.0,0.0,-9.45
Meet the Nimbus 7 Runner. designed to keep pace with your busiest mornings. #Tec!,en,7055,343,156,125,0.0,0.0,-23.24
Regarding the Aurora Pro X: feels unfinished in daily use. last chance at launch pricing Order in the next 24 hours,en,14124,1094,497,398,0.0,0.0,-33.95
"Meet the Aurora Pro X. built to look great and move even smarter. limited stock at this price, last chance at launch pricing Secure yours be!",en,26424,4573,2078,1663,1.0,0.0,3.41
"Meet the Aurora Pro X. seamless, intelligent, and effortless by design. don't mi",en,2626,234,106,85,1.0,0.0,-0.74
"Regarding the VoltBuds 2: far from what we expected. while supplies last, last chance at launch pricing LAST CHANCE Secure yours before it i!",en,9315,1227,558,446,0.0,0.0,4.24
Regarding the Cascade Air Pump: far from what we expected. a 48-hour window starting at $249 Secure yours before it is gone engineered for people who refuse to settle,en,8581,487,222,177,0.0,0.0,10.25
"Everything you need in one device: smooth, responsive, and ready the moment you are. limited stock at this price, today only #MustHave #Limi",en,7167,1496,680,544,0.0,0.0,-14.71
"Meet the VoltBuds 2. powerful enough to feel effortless. today only, the drop en",en,23967,2077,944,755,1.0,0.0,-5.25
"Tired of waiting for a bigger move? Everything you need in one device: seamless, intelligent, and effortless by design. prices rise at midni",en,33908,1641,746,597,1.0,0.0,-23.75
The new Nimbus 7 Runner is here. designed to keep pace with your busiest morning!,en,3354,219,100,80,0.0,0.0,-19.34
Regarding the Cascade Air Pump: underwhelming for the price. while supplies last LIMITED Buy now 🔥 🏆 #LaunchDay #NewRelease,en,5401,1782,810,648,0.0,0.0,12.88
"Meet the TrailBlazer GT. seamless, intelligent, and effortless by design. last chance at launch pricing, while supplies last LAST CHANCE starting at $249 Secure yours before it is gone",en,18941,1996,907,726,1.0,0.0,8.75
"Everything you need in one device: smooth, responsive, and ready the moment you are. prices rise at midnight, don't miss the cut Secure your",en,29109,1048,476,381,0.0,0.0,30.92
Regarding the Skyline S13: a promise that arrives late. limited stock at this pr!,en,13460,1518,690,552,0.0,0.0,3.79
"Tired of waiting for a bigger move? Everything you need in one device: seamless,!",en,6095,457,208,166,1.0,0.0,-0.84
"Meet the TrailBlazer GT. powerful enough to feel effortless. today only, a 48-hour window LIMITED Buy now seamless and intelligent by design engineered for people who refuse to settle",en,10122,2942,1337,1070,1.0,0.0,-12.11
"Say hello to the Galaxy S24 Ultra. smooth, responsive, and ready the moment you are. today only #LaunchDay #NextGen",en,16587,1278,581,465,0.0,0.0,-1.68
What if your gear finally kept pace? Regarding the Skyline S13: underwhelming for the price. Secure yours before it is gone #Style,en,1903,52,24,19,0.0,0.0,-8.92
Ready for a change? Discover the Skyline S13. built to look great and move even smarter!,en,5290,293,133,106,1.0,0.0,-30.01
Regarding the Nimbus 7 Runner: far from what we expected. last chance at launch,en,3463,222,101,81,0.0,0.0,5.37
